Tokens, ,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,,,,,,
8,achaaaaa : thumbs up :: thumbs up :,achaaaaa : thumbs up :: thumbs up :,0,0,0,,,,,,
10,sabirshakirpk sir kia pti punjab main government bna paye gi,sabirshakirpk sir kia <ORG--pti> <LOC--punjab> main government bna paye gi,0,1,1,,,,,,
10,pakistan india sy har kam may agay chala gaya hai?nice,<LOC--pakistan> <LOC--india> sy har kam may agay chala gaya hai?nice,0,0,2,,,,,,
14,news pw b yeh batein ani chahye awan ko in ki asliat pata chalay,news pw b yeh batein ani chahye awan ko in ki asliat pata chalay,0,0,0,,,,,,
19,kashifabbasiary kashif bhai woh poochna yeh tha keh talathussain12 saab kal raat se ghayeb hain onko kahiye ke b,kashifabbasiary <PER--kashif> bhai woh poochna yeh tha keh talathussain12 saab kal raat se ghayeb hain onko kahiye ke b,1,0,0,,,,,,
15,"ajib jahil aurat hei, mre smne hti to aik nawaz sharif ki trh chappal prhti","ajib jahil aurat hei, mre smne hti to aik <PER--nawaz sharif> ki trh chappal prhti",1,0,0,,,,,,
20,chalo bhai karachi hawalay kardia gaya ab kaam shuru karo sirf kachra uthanay main hi 5 saal lag saktay hain,chalo bhai <LOC--karachi> hawalay kardia gaya ab kaam shuru karo sirf kachra uthanay main hi 5 saal lag saktay hain,0,0,1,,,,,,
94,"Bohot outclass trousers hain! Mujhe toh is tarah ke fitted trousers kabse chahiye thya laken yahan markets mein yaa tou yeh bohot mehnge thay ya tou mil hi nahi rahay thay. Laken daraz.pk par itnay zabardast price mein mere ghar pe deliver kardiye gaye. yeh bohot zabardast hain inki fitting itni achi lagti hai pehn ke, ke kia bataun. Bilkul jis tarah dikhaye gaye hainn ye wese hi hain. Bus ek baat hai ke ye kapra araam de tou hai laken ye garmiyon mein pehnna zara mushkil hai kyunke thorha mota hai yeh kapra.","Bohot outclass trousers hain! Mujhe toh is tarah ke fitted trousers kabse chahiye thya laken yahan markets mein yaa tou yeh bohot mehnge thay ya tou mil hi nahi rahay thay. Laken daraz.pk par itnay zabardast price mein mere ghar pe deliver kardiye gaye. yeh bohot zabardast hain inki fitting itni achi lagti hai pehn ke, ke kia bataun. Bilkul jis tarah dikhaye gaye hainn ye wese hi hain. Bus ek baat hai ke ye kapra araam de tou hai laken ye garmiyon mein pehnna zara mushkil hai kyunke thorha mota hai yeh kapra.",0,0,0,,,,,,
11,Masha Allah ALLAH pak lambi or sehat wali zindgi atta farmaye,Masha Allah ALLAH pak lambi or sehat wali zindgi atta farmaye,0,0,0,,,,,,
4,walikum salam nice thread,walikum salam nice thread,0,0,0,,,,,,
18,pakistan mei wohi jeeta hai or usi kou haqooq miltein hain jou khalai makhlooq kou manzoor hota hai,<LOC--pakistan> mei wohi jeeta hai or usi kou haqooq miltein hain jou khalai makhlooq kou manzoor hota hai,0,0,1,,,,,,
16,ek dum bakwas he ye set mobile off on karain ge ro memory urr jae gi,ek dum bakwas he ye set mobile off on karain ge ro memory urr jae gi,0,0,0,,,,,,
38,allah swt harr uss insaan ke gharr harr fard ko cancer mai mubtla kraay jo ghatia aur zaleel trren insaan uss parr jhootay ilzaam lagaa rahain ameen summ ameen harr banda 2 naffil parr karr badd dua krain,allah swt harr uss insaan ke gharr harr fard ko cancer mai mubtla kraay jo ghatia aur zaleel trren insaan uss parr jhootay ilzaam lagaa rahain ameen summ ameen harr banda 2 naffil parr karr badd dua krain,0,0,0,,,,,,
22,dua karien allah mujhy taqat dy kay jo main nay aap say waady kiye hain wo main porey kar sakun inshaaallah paki,dua karien allah mujhy taqat dy kay jo main nay aap say waady kiye hain wo main porey kar sakun inshaaallah paki,0,0,0,,,,,,
12,"shuker hai tum ja rahi ho, jaan choot gai tumhari bakwas se","shuker hai tum ja rahi ho, jaan choot gai tumhari bakwas se",0,0,0,,,,,,
6,kaisa drama hai dekha tum ne,kaisa drama hai dekha tum ne,0,0,0,,,,,,
9,Grey Wolf Kis famous epithet Ka Nick Name Hy,Grey Wolf Kis famous epithet Ka Nick Name Hy,0,0,0,,,,,,
11,mujhy Cuba mein safeed faam logon ko dekhny se nafrat hai,mujhy <LOC--Cuba> mein safeed faam logon ko dekhny se nafrat hai,0,0,1,,,,,,
6,allah tmhare sath h khan sahab,allah tmhare sath h <PER--khan> sahab,1,0,0,,,,,,
21,police ne amir maseeh ko chori ke ilzam mein pakra aur phir behemaanah tashaddud ker ke mout ke ghaat utaar diya,police ne <PER--amir maseeh> ko chori ke ilzam mein pakra aur phir behemaanah tashaddud ker ke mout ke ghaat utaar diya,1,0,0,,,,,,
19,"hamal zaya hony k baad log meray barhtey wazan ka mazaq urratey rahey, mujhe is per bohut dukh huwa","hamal zaya hony k baad log meray barhtey wazan ka mazaq urratey rahey, mujhe is per bohut dukh huwa",0,0,0,,,,,,
20,iqbal inko pakistan de gaya ye hakumte pak day pe ek chuti ni de sakte ??? chuti honi chaye thi,<PER--iqbal> inko <LOC--pakistan> de gaya ye hakumte pak day pe ek chuti ni de sakte ??? chuti honi chaye thi,1,0,1,,,,,,
45,yeh purtapak istaqbaal dekh k mujhy pm gailani ka uk ka woh tour yaad aa gya hai jis mein woh apny sath 80 logon ko lay k gya tha aur agay say welcome karny k liye un ki foreign ministry ka aik chaprasi aya tha,yeh purtapak istaqbaal dekh k mujhy pm <PER--gailani> ka uk ka woh tour yaad aa gya hai jis mein woh apny sath 80 logon ko lay k gya tha aur agay say welcome karny k liye un ki foreign ministry ka aik chaprasi aya tha,1,0,0,,,,,,
12,corruption khatam krni h aik disquaified insaan ko apny pas bitha k,corruption khatam krni h aik disquaified insaan ko apny pas bitha k,0,0,0,,,,,,
5,or mjhe etap kb sikhaogi?,or mjhe etap kb sikhaogi?,0,0,0,,,,,,
13,"Imran aise kapre pasand nahi karte, jo in ke liye araamdey nah on.","<PER--Imran> aise kapre pasand nahi karte, jo in ke liye araamdey nah on.",1,0,0,,,,,,
25,namrahsheikh1 harizvimqmpak izharulhassan faisalsubzwari amirkhanmqm90 hafizsharyar oh bhai mqm phir bhi un k sath he baith rahi hai jinhon nay us ka mandate chori kiya,namrahsheikh1 harizvimqmpak <PER--izharulhassan> <PER--faisalsubzwari> amirkhanmqm90 <PER--hafizsharyar> oh bhai <ORG--mqm> phir bhi un k sath he baith rahi hai jinhon nay us ka mandate chori kiya,3,1,0,,,,,,
23,iss begharat tareen ko abi samaj nahi aaiy hay khan sb apna kam mukamal honay kay bad app ko tissue papper ki tara,iss begharat tareen ko abi samaj nahi aaiy hay <PER--khan> sb apna kam mukamal honay kay bad app ko tissue papper ki tara,1,0,0,,,,,,
17,apne paon pai khud kulhari maarna pmln ko vote dena aur lahoryo tum nai yehi kya hai,apne paon pai khud kulhari maarna <ORG--pmln> ko vote dena aur lahoryo tum nai yehi kya hai,0,1,0,,,,,,
32,what is this are u our of ur mind???bhai nashy main tum khud hoty ho federal govt employyes ki up gradation ki khabr tumhary page sy hooi. ab tum mukr rhy ho.,what is this are u our of ur mind???bhai nashy main tum khud hoty ho federal govt employyes ki up gradation ki khabr tumhary page sy hooi. ab tum mukr rhy ho.,0,0,0,,,,,,
15,nawaz Sharif pak hai to os Ne abhi tk heera Mandi khtm q nhi Ki,<PER--nawaz Sharif> pak hai to os Ne abhi tk <LOC--heera Mandi> khtm q nhi Ki,1,0,1,,,,,,
16,. 2016 mein to mumkin nahi kag raha jesy halat hai allah kary ho jaye ..,. 2016 mein to mumkin nahi kag raha jesy halat hai allah kary ho jaye ..,0,0,0,,,,,,
21,dua bhutto ko apni mehnat ka sila milne par bahut bahut mubarak ho k sindh se makhsoos nashesht par montakhib hogay,<PER--dua bhutto> ko apni mehnat ka sila milne par bahut bahut mubarak ho k <LOC--sindh> se makhsoos nashesht par montakhib hogay,1,0,1,,,,,,
4,Jazakallah parwardgar salamat rakhe,Jazakallah parwardgar salamat rakhe,0,0,0,,,,,,
14,mehmoodkakar12 jawadahmadone kya matlb kya apko pti ki traf se dhandli nazar nahi ai,mehmoodkakar12 jawadahmadone kya matlb kya apko <ORG--pti> ki traf se dhandli nazar nahi ai,0,1,0,,,,,,
7,Bhai koi us becharay ko tou batao,Bhai koi us becharay ko tou batao,0,0,0,,,,,,
62,Jo bhi hai shuro shuro my yeh drama bhot hi mazy ka tha funny sa pr ab to drama ko pta nhi kia krdia ha jiya har wakt roti hi rhti ha inko pyar nhi hona chahiye tha yeh larty hi achy lgty thy ab to drama boring kr dia ha jiya ki sherry sy honi chahiye or arsal ki kinza sy,Jo bhi hai shuro shuro my yeh drama bhot hi mazy ka tha funny sa pr ab to drama ko pta nhi kia krdia ha jiya har wakt roti hi rhti ha inko pyar nhi hona chahiye tha yeh larty hi achy lgty thy ab to drama boring kr dia ha <PER--jiya> ki <PER--sherry> sy honi chahiye or <PER--arsal> ki <PER--kinza> sy,4,0,0,,,,,,
3,bohat acha g,bohat acha g,0,0,0,,,,,,
23,Apni shaiyri ke zamana-e-urooj mein Fauj mein Amirana rawish aur us ke siyasi kirdar ke khilaf sheyr kehne ke sabab kafi shohrat paai,Apni shaiyri ke zamana-e-urooj mein Fauj mein Amirana rawish aur us ke siyasi kirdar ke khilaf sheyr kehne ke sabab kafi shohrat paai,0,0,0,,,,,,
13,visual basic install karen phir run kar key dekhain inshaallh work karey ga,visual basic install karen phir run kar key dekhain inshaallh work karey ga,0,0,0,,,,,,
7,bohot achcha plz comedy drama ziada dikhain,bohot achcha plz comedy drama ziada dikhain,0,0,0,,,,,,
24,Isi shurat ki bunyad par Bazmi sahib ko film head constable mili jo esa bhi hota hai se sal bhar phele release ho gai,Isi shurat ki bunyad par Bazmi sahib ko film head constable mili jo esa bhi hota hai se sal bhar phele release ho gai,0,0,0,,,,,,
15,Jis ke aiteraf mien inhe behtareen muaawin actor ke National film Award se nawaza gaya,Jis ke aiteraf mien inhe behtareen muaawin actor ke National film Award se nawaza gaya,0,0,0,,,,,,
22,Mubarak ho but all employees may lab.Assistant bhi to a tay hai on k kay ho ga plz help of all Lab.Assistant,Mubarak ho but all employees may lab.Assistant bhi to a tay hai on k kay ho ga plz help of all Lab.Assistant,0,0,0,,,,,,
16,pml nawaz shareef grop kamyab ho ga aur is mulk ko behtari ki taraf lajay ga,<ORG--pml> <PER--nawaz shareef> grop kamyab ho ga aur is mulk ko behtari ki taraf lajay ga,1,1,0,,,,,,
21,rao saim facebook ka easy hoga ye bht mushkil hai phr b mene try kiya to error agya hai nhi huwa,<PER--rao saim> facebook ka easy hoga ye bht mushkil hai phr b mene try kiya to error agya hai nhi huwa,1,0,0,,,,,,
52,hamary hukmranoo k karnamy is qadar niraly hain k in par barsany k ley tanqeed k teer b khtam hogay hain .......... lakn hmary rehnumaaon ki sehat py koi asar nhi parta ...... is sy zeyada afsoos ki baat or keya hoskti he kisi ko pakistan ki fikar hi nhi h ...........,hamary hukmranoo k karnamy is qadar niraly hain k in par barsany k ley tanqeed k teer b khtam hogay hain .......... lakn hmary rehnumaaon ki sehat py koi asar nhi parta ...... is sy zeyada afsoos ki baat or keya hoskti he kisi ko <LOC--pakistan> ki fikar hi nhi h ...........,0,0,1,,,,,,
32,pinky madam kya ap .. kokaaf chali gayi shahzada dhoondanee ???? ap ko pta to hai already shehzad ayahan hai so where r u ???? come plzz and join this page .........,<PER--pinky> madam kya ap .. kokaaf chali gayi shahzada dhoondanee ???? ap ko pta to hai already <PER--shehzad> ayahan hai so where r u ???? come plzz and join this page .........,2,0,0,,,,,,
18,nasirjam83 26 bride qaiserrehman pmlsadia tarya jaisya behenchod apni behen ko pti ky jalsya mea 280 rupees pe,nasirjam83 26 bride qaiserrehman pmlsadia tarya jaisya behenchod apni behen ko <ORG--pti> ky jalsya mea 280 rupees pe,0,1,0,,,,,,
12,agar mqm soba bnwati to sab sy ziada zulm mahajiro pr hota,agar <ORG--mqm> soba bnwati to sab sy ziada zulm mahajiro pr hota,0,1,0,,,,,,
13,yeh mobile bhot acha hai per is k battery timings bhot poor hai,yeh mobile bhot acha hai per is k battery timings bhot poor hai,0,0,0,,,,,,
23,drama ko bhot over kr diya hai aaj kal k dor mein wives itni stupid nahi hoti that they trust their husband blindly,drama ko bhot over kr diya hai aaj kal k dor mein wives itni stupid nahi hoti that they trust their husband blindly,0,0,0,,,,,,
17,oye kahay itna khapti ho aap ki duayen he lgi hain imran khan ko ab bhugto phir,oye kahay itna khapti ho aap ki duayen he lgi hain <PER--imran khan> ko ab bhugto phir,1,0,0,,,,,,
17,"Ab BLUES CLUES to khelnay se to rahay, behtar ye jana k aik fehrist tayar ki jaye.","Ab BLUES CLUES to khelnay se to rahay, behtar ye jana k aik fehrist tayar ki jaye.",0,0,0,,,,,,
20,Javed Miandad ne aisi surathal mein batting shoro ki jab Pakistan ka 4 runs bare batsman out ho chuke thay,<PER--Javed Miandad> ne aisi surathal mein batting shoro ki jab <LOC--Pakistan> ka 4 runs bare batsman out ho chuke thay,1,0,1,,,,,,
16,punjab hakumat ke iqdamaat ki wajah se soobey se dengue ka khatma kiya ja chuka hai,<ORG--punjab hakumat> ke iqdamaat ki wajah se soobey se dengue ka khatma kiya ja chuka hai,0,1,0,,,,,,
25,really ..... marium mukhtiyar tum ne bohot bada balidan diya h ... sanam aap ne bohot achhi film kari ... i love this movie .,really ..... <PER--marium mukhtiyar> tum ne bohot bada balidan diya h ... <PER--sanam> aap ne bohot achhi film kari ... i love this movie .,2,0,0,,,,,,
21,"Mutazakra bala films ke ilawa Insaniyat, aaj ka arjun, Maa, ganga jamuna, saraswati, mawali, in ki kamiyab films mein se hain","Mutazakra bala films ke ilawa Insaniyat, aaj ka arjun, Maa, ganga jamuna, saraswati, mawali, in ki kamiyab films mein se hain",0,0,0,,,,,,
24,jhoot bolnay say insan ka apna aitbar hee khatam ho jata hai aur jhoot bolnay walay ko jhoot kee saza be zaroor miltee hai,jhoot bolnay say insan ka apna aitbar hee khatam ho jata hai aur jhoot bolnay walay ko jhoot kee saza be zaroor miltee hai,0,0,0,,,,,,
11,Assembly Ka Hissa Nahi Thay To Budget Me Kyon Shamil Kia,Assembly Ka Hissa Nahi Thay To Budget Me Kyon Shamil Kia,0,0,0,,,,,,
11,purana pakistan dhul gaya ha ab sab naya naya ha nayapakistan,purana <LOC--pakistan> dhul gaya ha ab sab naya naya ha nayapakistan,0,0,1,,,,,,
20,rehamkhan1 ye begharat sari zindagi ik ki kherat per pali gi lanat hy is per aur is ki aulad per,rehamkhan1 ye begharat sari zindagi ik ki kherat per pali gi lanat hy is per aur is ki aulad per,0,0,0,,,,,,
11,u se achi editng kr leti hoon bb cream : happy,u se achi editng kr leti hoon bb cream : happy,0,0,0,,,,,,
7,azamjamil53 staunchinsafian yeh ik k mutasareen hain,azamjamil53 staunchinsafian yeh ik k mutasareen hain,0,0,0,,,,,,
14,i knw hmny aen kya ye sb ly k mil ker mazy kertay hain,i knw hmny aen kya ye sb ly k mil ker mazy kertay hain,0,0,0,,,,,,
31,1995 mein inho ne film Judge Dredd mein aik aise munsif ka role ada kiya jo mujrim ko saza sunane ke bad is par khud he amaldaar aamad bhi karta tha,1995 mein inho ne film Judge Dredd mein aik aise munsif ka role ada kiya jo mujrim ko saza sunane ke bad is par khud he amaldaar aamad bhi karta tha,0,0,0,,,,,,
7,allah apk bachy ko mila dy ameen,allah apk bachy ko mila dy ameen,0,0,0,,,,,,
5,Tmhri ami se seekhi he,Tmhri ami se seekhi he,0,0,0,,,,,,
30,Kayi tournament ke final mein Hashim ke haton shikst khane ke baad Roshan Khan ne akhir kar 1957 ke British open final mein Hashim Khan ko zair ker hi deya,Kayi tournament ke final mein <PER--Hashim> ke haton shikst khane ke baad <PER--Roshan Khan> ne akhir kar 1957 ke British open final mein <PER--Hashim Khan> ko zair ker hi deya,3,0,0,,,,,,
4,bohat acha set hai,bohat acha set hai,0,0,0,,,,,,
20,ayyat karima parhna hai samnay ap sab ahbab ki sahulat k lia daal dia gaya hai isi ko parhty jaye,ayyat karima parhna hai samnay ap sab ahbab ki sahulat k lia daal dia gaya hai isi ko parhty jaye,0,0,0,,,,,,
32,judges ko chahey juldi faisla sunaa dean suna hay lahore mean ik aur dhamaka ho gia hay kon kon iss kay peechay ho sakta haypanamaa say tu nahi koe loog aa gaey,judges ko chahey juldi faisla sunaa dean suna hay <LOC--lahore> mean ik aur dhamaka ho gia hay kon kon iss kay peechay ho sakta haypanamaa say tu nahi koe loog aa gaey,0,0,1,,,,,,
15,Bushra Ansari PTV award ke ilawa kae martaba Lux style award bhi jeet chuki hain,<PER--Bushra Ansari> <ORG--PTV> award ke ilawa kae martaba Lux style award bhi jeet chuki hain,1,1,0,,,,,,
5,Ya bat theek hai kiya,Ya bat theek hai kiya,0,0,0,,,,,,
9,mam irum AP donon SB pe comments krte hain,mam <PER--irum> AP donon SB pe comments krte hain,1,0,0,,,,,,
16,acha banda tha ik bar sureh fatiha or 3 bar surah ikhlas parh ke baakhsh dain,acha banda tha ik bar sureh fatiha or 3 bar surah ikhlas parh ke baakhsh dain,0,0,0,,,,,,
24,pak k barainam jam horiat pasnd parties k internal election k taraf tawaja delao . ho sakta hay n m koi mohibe watan asake,pak k barainam jam horiat pasnd parties k internal election k taraf tawaja delao . ho sakta hay n m koi mohibe watan asake,0,0,0,,,,,,
25,mobibandial acha g mene tu jo parh rahi daikh rahi us pe aik baat kahi ye na ho koi meri baat ghalt samjh kar pti,mobibandial acha g mene tu jo parh rahi daikh rahi us pe aik baat kahi ye na ho koi meri baat ghalt samjh kar pti,0,0,0,,,,,,
18,pehlaa faidaa ye k nashty mn mil jata h or doosra ye k tasty b hota h hehehe,pehlaa faidaa ye k nashty mn mil jata h or doosra ye k tasty b hota h hehehe,0,0,0,,,,,,
20,alam gillani hinaparvezbutt mqm k voters ko zinda lashain kon kehta tha ab un k pechay bhag rahay hain pervez,<PER--alam gillani> <PER--hinaparvezbutt> <ORG--mqm> k voters ko zinda lashain kon kehta tha ab un k pechay bhag rahay hain <PER--pervez>,3,1,0,,,,,,
5,hamzacheema226 chlo mqm hi sahi,hamzacheema226 chlo <ORG--mqm> hi sahi,0,1,0,,,,,,
13,MA SHA ALLAHALLAH pak sonay HABIB ke Sadfkey both sari BARKETIN ATYA FARMAEINAAMEEN,MA SHA ALLAHALLAH pak sonay HABIB ke Sadfkey both sari BARKETIN ATYA FARMAEINAAMEEN,0,0,0,,,,,,
23,Sri Lanka ka khilaf khele jane wale match mein Javed Miandad do wickets hasil kien aur not out rehte huwe 28 runs banaye,<LOC--Sri Lanka> ka khilaf khele jane wale match mein <PER--Javed Miandad> do wickets hasil kien aur not out rehte huwe 28 runs banaye,1,0,1,,,,,,
8,Or cricket ki all commandz muft hasil kren,Or cricket ki all commandz muft hasil kren,0,0,0,,,,,,
13,Is sort e haal mein Intikhab Alam Imran Khan ke sath khare rahe,Is sort e haal mein <PER--Intikhab Alam> <PER--Imran Khan> ke sath khare rahe,2,0,0,,,,,,
16,ab pak koom ko pata chl reha hai mushraf shaab pak k kitnai khar kha thea,ab pak koom ko pata chl reha hai <PER--mushraf> shaab <LOC--pak> k kitnai khar kha thea,1,0,1,,,,,,
5,pakistan khan kaptaan khan imrankhan,<LOC--pakistan> <PER--khan> <PER--kaptaan> <PER--khan> <PER--imrankhan>,4,0,1,,,,,,
4,wawa buhat acha ha,wawa buhat acha ha,0,0,0,,,,,,
10,tujhay nahi milta befikar ho ja nayapakistan hai nayainsan nahi,tujhay nahi milta befikar ho ja nayapakistan hai nayainsan nahi,0,0,0,,,,,,
21,Barish k baad jo 2-3 roads theek bach gai hein us mein log janwar bandhney ke liye tent gaarh dein ge,Barish k baad jo 2-3 roads theek bach gai hein us mein log janwar bandhney ke liye tent gaarh dein ge,0,0,0,,,,,,
15,yr soo soo ke nafsiyati mareez ho jao gi muskan wesy interesting drama ha ?,yr soo soo ke nafsiyati mareez ho jao gi muskan wesy interesting drama ha ?,0,0,0,,,,,,
52,assalam o alaikum ye sb jali degrees ko ghalat sabit karne ki saza hy ... hukumat bs apni ayashion mein masroof hy usay awam ki koi prwah nhn k un k taleemi qatal kiya ja rha hy ye ba pass mnas kese phd scholars k mustaqbil ka faisla kar sktay hain ..,assalam o alaikum ye sb jali degrees ko ghalat sabit karne ki saza hy ... hukumat bs apni ayashion mein masroof hy usay awam ki koi prwah nhn k un k taleemi qatal kiya ja rha hy ye ba pass mnas kese phd scholars k mustaqbil ka faisla kar sktay hain ..,0,0,0,,,,,,
43,gilani mein zarra barabar bhi ghairat nahi hai wo isteefa kya dega ye saray milay huwey hain iftikhar chowdhry is also a corrupt man awaam ko bewaqoof bana rahay hain sub mil kur awaam ko khud ab hosh k nakhun laina chahiye ...,<PER--gilani> mein zarra barabar bhi ghairat nahi hai wo isteefa kya dega ye saray milay huwey hain <PER--iftikhar chowdhry> is also a corrupt man awaam ko bewaqoof bana rahay hain sub mil kur awaam ko khud ab hosh k nakhun laina chahiye ...,2,0,0,,,,,,
7,Ly hahaha. Sath e abu p ilzaam,Ly hahaha. Sath e abu p ilzaam,0,0,0,,,,,,
7,Tahum khud steven spielberg ka kehna hai,Tahum khud <PER--steven spielberg> ka kehna hai,1,0,0,,,,,,
15,jawadshabir10 oyesheikhni khsaad rafique ye pti already hari hoi thi jhoot kmm bolte hain bhai,jawadshabir10 oyesheikhni <PER--khsaad rafique> ye <ORG--pti> already hari hoi thi jhoot kmm bolte hain bhai,1,1,0,,,,,,
35,"Shahid ki aamad aik toofan sabit hui, kyun ke Nairobi ground par Kenya ke khilaaf 3rd number par bating karte huie in naujawan ne 37 balls par century bana kar aalmi record torh dala tha","<PER--Shahid> ki aamad aik toofan sabit hui, kyun ke <LOC--Nairobi> ground par <LOC--Kenya> ke khilaaf 3rd number par bating karte huie in naujawan ne 37 balls par century bana kar aalmi record torh dala tha",1,0,2,,,,,,
63,Billo auntie waqaii kamal kr rhii hen or DJ was superb today Behan k leay itna kuch or rhaa h so cute kinzaa baandrii zrafe ki chotii Behan zehr lgtii h muje or next promo was good am excited for next episode jiya ki b video bne gii dil ka haal maloom ho jae ga bss y kinzaa dfaa ho jae manhoos maari,<PER--Billo> auntie waqaii kamal kr rhii hen or DJ was superb today Behan k leay itna kuch or rhaa h so cute <PER--kinzaa> <PER--baandrii> zrafe ki chotii Behan zehr lgtii h muje or next promo was good am excited for next episode jiya ki b video bne gii dil ka haal maloom ho jae ga bss y <PER--kinzaa> dfaa ho jae manhoos maari,4,0,0,,,,,,
5,best hai je yah software,best hai je yah software,0,0,0,,,,,,
3,acha set ha,acha set ha,0,0,0,,,,,,
10,waadi mein logon ke moun band kara diye gaye hein,waadi mein logon ke moun band kara diye gaye hein,0,0,0,,,,,,
9,Aaj Nasir Kazmi ki 41th barsi manai jrhi hy,Aaj <PER--Nasir Kazmi> ki 41th barsi manai jrhi hy,1,0,0,,,,,,
16,kia mobile hae ustad balle balle note 4 ki jae ho be fiker ho kr kharido,kia mobile hae ustad balle balle note 4 ki jae ho be fiker ho kr kharido,0,0,0,,,,,,
7,nai pakistan me ye saholat mayassar nhe,nai <LOC--pakistan> me ye saholat mayassar nhe,0,0,1,,,,,,
19,mqm bhi khalayee makhlooq ki imrani laundry mn dakhil puraney chehrey naya pakistan ke wazir ar musheer bun gaye,<ORG--mqm> bhi khalayee makhlooq ki imrani laundry mn dakhil puraney chehrey naya <LOC--pakistan> ke wazir ar musheer bun gaye,0,1,1,,,,,,
24,jcd pti ko kamyaab krny per mir ahmad ali khan brohi or brohi qoum ko mubarak baad pesh karta hon haafiz ali murad langvo,<ORG--jcd> <ORG--pti> ko kamyaab krny per <PER--mir ahmad ali khan brohi> or brohi qoum ko mubarak baad pesh karta hon haafiz <PER--ali murad langvo>,2,2,0,,,,,,
13,Na g bht mehnti bacha hy Papa kehte hain bra nam kre ga.,Na g bht mehnti bacha hy Papa kehte hain bra nam kre ga.,0,0,0,,,,,,
15,karachi tabdeeli laaye ga karachi tabdeeli laaya aur tabdeeli phir mqm se ittehaad kar gaye,<LOC--karachi> tabdeeli laaye ga <LOC--karachi> tabdeeli laaya aur tabdeeli phir <ORG--mqm> se ittehaad kar gaye,0,1,2,,,,,,
20,mianiftikharhus uncle 2013 mai apka mandate kahan tha tb b pti ka tha ab b hai ap kidr se agaye,mianiftikharhus uncle 2013 mai apka mandate kahan tha tb b <ORG--pti> ka tha ab b hai ap kidr se agaye,0,1,0,,,,,,
23,ho jata hea aysa kbi kbi as ma pm gunje ni aysa konsa kam ky k ap ni jaldi jaldi tweet kr de,ho jata hea aysa kbi kbi as ma pm gunje ni aysa konsa kam ky k ap ni jaldi jaldi tweet kr de,0,0,0,,,,,,
10,Memon Goth Ghafoor Basti Me 2 Groups Me Tasadum Khatoon,<LOC--Memon Goth Ghafoor> Basti Me 2 Groups Me Tasadum Khatoon,0,0,1,,,,,,
39,Coconet oil jo balon main lgate hen wo use krna he?? Or cup se measure krna he ya spoon?? Or at the end kia in sb?? Forth chez kia cocowa?? In cheezon ka mixture bna k rkhna he kia??,Coconet oil jo balon main lgate hen wo use krna he?? Or cup se measure krna he ya spoon?? Or at the end kia in sb?? Forth chez kia cocowa?? In cheezon ka mixture bna k rkhna he kia??,0,0,0,,,,,,
19,BA karne ke bad Molvi Abdul Haq Sir Syed Ahmed Khan ki hidayat par 1895 mein Hyderabad Dakan pohanche,BA karne ke bad Molvi <PER--Abdul Haq> Sir <PER--Syed Ahmed Khan> ki hidayat par 1895 mein <LOC--Hyderabad Dakan> pohanche,2,0,1,,,,,,
9,aliminister9 therealylh ya waqi ma pti k lagta ha,aliminister9 therealylh ya waqi ma <ORG--pti> k lagta ha,0,1,0,,,,,,
26,wo tu zer e ilaj h .. uff bht complex case h .. dnt wory about me .. me b sessions le rai hun na ...,wo tu zer e ilaj h .. uff bht complex case h .. dnt wory about me .. me b sessions le rai hun na ...,0,0,0,,,,,,
5,hmara bilkul yehi haal hai,hmara bilkul yehi haal hai,0,0,0,,,,,,
23,phr ye kon kh rha h ph kia h inhonehahaha ye news b chala na ta india ko kush karny kay wastay ..,phr ye kon kh rha h ph kia h inhonehahaha ye news b chala na ta <LOC--india> ko kush karny kay wastay ..,0,0,1,,,,,,
36,"Koi geet ya ghazal rag Malkonas, Malhar, pahari aur Je je winti mein hai, kahein Bheron hai to kisi mein Darbari ka teez aahang hai aur ye turra e imtiaz sirf Master Inayat Hussain ka hai","Koi geet ya ghazal rag Malkonas, Malhar, pahari aur Je je winti mein hai, kahein Bheron hai to kisi mein Darbari ka teez aahang hai aur ye turra e imtiaz sirf Master <PER--Inayat Hussain> ka hai",1,0,0,,,,,,
2,acha hai,acha hai,0,0,0,,,,,,
15,imrankhan ko wazir azam banny phar dil k ghahrayo se mubarak bad pesh karta hoo,<PER--imrankhan> ko wazir azam banny phar dil k ghahrayo se mubarak bad pesh karta hoo,1,0,0,,,,,,
9,wah je wah aap nay tu kamal kar dia,wah je wah aap nay tu kamal kar dia,0,0,0,,,,,,
12,is se acha bnda apple iphone 4 le ya phr nokia e6,is se acha bnda apple iphone 4 le ya phr nokia e6,0,0,0,,,,,,
2,zabrdast application,zabrdast application,0,0,0,,,,,,
10,yehi bat pechle 3 saal se sunte aay hain bro,yehi bat pechle 3 saal se sunte aay hain bro,0,0,0,,,,,,
3,Kea hua ?,Kea hua ?,0,0,0,,,,,,
9,thanx sir app ko mara kaam pasand aya ..,thanx sir app ko mara kaam pasand aya ..,0,0,0,,,,,,
7,Bhot khubsurat lag rahi hain subhan allah,Bhot khubsurat lag rahi hain subhan allah,0,0,0,,,,,,
12,karak mai dono mpa mma kai ban gayay jabkay mna pti ka,<LOC--karak> mai dono mpa mma kai ban gayay jabkay mna <ORG--pti> ka,0,1,1,,,,,,
