Tokens,Sentences,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,
31,"Isi terhan talba karkunaan jaisay Meeran Haider, Safoora Zargar, Shifa Al Rehman, Sherjil Imam, Omar Khalid aur bohat se dosray kaarkunon par bhi UAPA ke tehat muqadma darj kiya gaya hai.","Isi terhan talba karkunaan jaisay <PER--Meeran Haider>, <PER--Safoora Zargar>, <PER--Shifa Al Rehman>, <PER--Sherjil Imam>, <PER--Omar Khalid> aur bohat se dosray kaarkunon par bhi UAPA ke tehat muqadma darj kiya gaya hai.",5,0,0,
10,Saudi Arab mein jummay ko saal ka dosra chaand gehan,<PER--Saudi Arab> mein jummay ko saal ka dosra chaand gehan,1,0,0,
63,"Shoaib Akhtar ney barhami ka izhaar karte huwe kaha ke Sania aur Shoaib Malik 2 mahino se nahi miley they agar woh apne shohar se milney Manchester gayi aur sath mein ghoom phir liya to is mein kya burayee hai, Shoaib Malik ki kharab karkardagi par un par tanaqeed Karen un ke khandan aur bachay ko beech mein kyun laya ja raha hai.","<PER--Shoaib Akhtar> ney barhami ka izhaar karte huwe kaha ke <PER--Sania> aur <PER--Shoaib Malik >2 mahino se nahi miley they agar woh apne shohar se milney <LOC--Manchester> gayi aur sath mein ghoom phir liya to is mein kya burayee hai, <PER--Shoaib Malik> ki kharab karkardagi par un par tanaqeed Karen un ke khandan aur bachay ko beech mein kyun laya ja raha hai.",4,0,1,
11,"Mumbai ka Engineer Hamid Ansari, Pakistani jail se kab rihaa hoga?","<LOC--Mumbai> ka Engineer <PER--Hamid Ansari>, Pakistani jail se kab rihaa hoga?",1,0,1,
28,Aini shahideen ka kehna hai ke Israeli fouj ki taraf se muzahireen ko khauf zada karne ke liye zor daar aawaz peda karne walay bomb bhi istemaal kiye.,Aini shahideen ka kehna hai ke <ORG--Israeli fouj> ki taraf se muzahireen ko khauf zada karne ke liye zor daar aawaz peda karne walay bomb bhi istemaal kiye.,0,1,0,
23,"hum Hindustan ko har haal mein match harayinge, batting se bohat tawaquaat hain, hum aasabi lehaaz se mazboot aur fatah hamara muqaddar hogi.","hum <LOC--Hindustan> ko har haal mein match harayinge, batting se bohat tawaquaat hain, hum aasabi lehaaz se mazboot aur fatah hamara muqaddar hogi.",0,0,1,
14,is par Sanjay ne bihar ke ek agent ki Maarfat ek biwi khareed li.,is par <PER--Sanjay> ne <LOC--bihar> ke ek agent ki Maarfat ek biwi khareed li.,1,0,1,
20,wazeh rahay in dinon Bangladeshi cricket khiladion aur board ke darmiyan ikhtilafat ki wajah se bohrani sorat-e-haal ka shikaar hai.,wazeh rahay in dinon Bangladeshi cricket khiladion aur board ke darmiyan ikhtilafat ki wajah se bohrani sorat-e-haal ka shikaar hai.,0,0,0,
27,BJPko Iqtidaar taq rasai se roknay ke liye Congressr naay Janata Dal S se taied talabb karne ki bajaye Janata Dal S ki taied ka peshkash kardiya.,<ORG--BJP>ko Iqtidaar taq rasai se roknay ke liye <ORG--Congress>r naay <ORG--Janata Dal S> se taied talabb karne ki bajaye Janata Dal S ki taied ka peshkash kardiya.,0,3,0,
28,"Darin asna khawateen ke zamray mein Top set Rumania ki Simona Halep ney 99 we darjaa ki khiladi jis mien Jasmine Paolini ko 6-3, 6-4 se shikast di.","Darin asna khawateen ke zamray mein Top set <LOC--Rumania> ki <PER--Simona Halep> ney 99 we darjaa ki khiladi jis mien <PER--Jasmine Paolini> ko 6-3, 6-4 se shikast di.",2,0,1,
21,Congress rehnuma ne ilzaam lagaya ke TRS hukoomat ne police ka istemaal karte hue band ko nakaam karne ki koshish ki.,<ORG--Congress> rehnuma ne ilzaam lagaya ke <ORG--TRS> hukoomat ne police ka istemaal karte hue band ko nakaam karne ki koshish ki.,0,2,0,
13,Amly Zarkence guzashta 2 haftoun se is khushgawar lamhay ke intzaar mein then.,Amly Zarkence guzashta 2 haftoun se is khushgawar lamhay ke intzaar mein then.,0,0,0,
30,"Baday qul ko mad e nazar rakhtay huve dargaah ilaqay mein ronaqe barqarar hai aur zaireen ne yahin qiyam kiya hai, Jinhein qul ki mazhabi rasam mein shareek hona hai.","<LOC--Baday> qul ko mad e nazar rakhtay huve <LOC--dargaah> ilaqay mein ronaqe barqarar hai aur zaireen ne yahin qiyam kiya hai, Jinhein qul ki mazhabi rasam mein shareek hona hai.",0,0,2,
28,usay Berlin ke chidya ghar mein muntaqil kiya gaya tha jahan se 23 November 1943 ko honay walay bomb hamlay ke baad woh yahan se nikal gaya tha.,usay <LOC--Berlin> ke chidya ghar mein muntaqil kiya gaya tha jahan se 23 November 1943 ko honay walay bomb hamlay ke baad woh yahan se nikal gaya tha.,0,0,1,
60,New Delhi: Mulk bhar mein shehriat tarmeemi qanoon ki mukhalifat jari hai muzahira kar rahay logoun ka mutalba hai ke markaz ki Modi hukoomat is qanoon ko wapas le lekin Modi hukoomat is baat par aadi hai hai aur na to wo is qanoon ko wapas le rahi hai aur nah hi is mein koi tabdeeli karne ko tayyar hai.,<LOC--New Delhi>: Mulk bhar mein shehriat tarmeemi qanoon ki mukhalifat jari hai muzahira kar rahay logoun ka mutalba hai ke markaz ki <PER--Modi> hukoomat is qanoon ko wapas le lekin <PER--Modi> hukoomat is baat par aadi hai hai aur na to wo is qanoon ko wapas le rahi hai aur nah hi is mein koi tabdeeli karne ko tayyar hai.,2,0,1,
24,Saudi hukoomat ka istedlal hai ke Coronavirus ko phelnay se roknay ke liye ye qadam utha ya gaya hai jo earzi noiyat ka hai.,<ORG--Saudi hukoomat> ka istedlal hai ke Coronavirus ko phelnay se roknay ke liye ye qadam utha ya gaya hai jo earzi noiyat ka hai.,0,1,0,
13,SSP Hospital ke Doctors ne Vikas Dubey ke maaray jaane ki tasdeeq ki.,<ORG--SSP Hospital >ke Doctors ne <PER--Vikas Dubey> ke maaray jaane ki tasdeeq ki.,1,1,0,
29,Shumal mashriqi Delhi ke Mustafaabad se talluq rakhnay walay 70 sala Mohammad Tehseen ka kehna hai ke sab ka apna rujhan hota hai lekin lehar AAP ke liye hai.,<LOC--Shumal mashriqi Delhi> ke <LOC--Mustafaabad> se talluq rakhnay walay 70 sala <PER--Mohammad Tehseen> ka kehna hai ke sab ka apna rujhan hota hai lekin lehar AAP ke liye hai.,1,0,2,
35,"RTC mulazmeen ki is hadhtal se tehwaron ke mauqa par jahan awam ko kaafi mushkilaat ka saamna karna padh raha hai, wahein school wo college ke talba ko bhi kaafi dikathein uthani padh rahi hain.","<ORG--RTC> mulazmeen ki is hadhtal se tehwaron ke mauqa par jahan awam ko kaafi mushkilaat ka saamna karna padh raha hai, wahein school wo college ke talba ko bhi kaafi dikathein uthani padh rahi hain.",0,1,0,
34,shehrion se darkhwast ki gayi hai ke woh apni safoon mein takhreeb karon ko daqile ki ijazat nah den aur fsadyon ki nishandahi karkay un ke barey mein security idaron ko mutala karen .,shehrion se darkhwast ki gayi hai ke woh apni safoon mein takhreeb karon ko daqile ki ijazat nah den aur fsadyon ki nishandahi karkay un ke barey mein security idaron ko mutala karen .,0,0,0,
23,Wizarat sahet ne kaha hai ke mulk mein taqreeban 4 lakh mutharrak mamlaat hain jabkay 7 lakh afraad sahet yab ho chuke hain.,Wizarat sahet ne kaha hai ke mulk mein taqreeban 4 lakh mutharrak mamlaat hain jabkay 7 lakh afraad sahet yab ho chuke hain.,0,0,0,
22,"”Jab poori duniya muashi badhaali ke baray mein baat kar rahi thi, tab wazeer-e-aala is talluq se jhutay daaway kar rahay they.","”Jab poori duniya muashi badhaali ke baray mein baat kar rahi thi, tab wazeer-e-aala is talluq se jhutay daaway kar rahay they.",0,0,0,
8,Congress Ram Mandir ki taamer ke haq mein,<ORG--Congress> <LOC--Ram Mandir> ki taamer ke haq mein,0,1,1,
55,"Tournament ke douran honay walay muqablon ki tafseelaat ke alawa 6 teamon darmiyan run rate, kamyabi aur nakami ka tanasub, kamyabi se haasil honay walay nishanaat ke alawa behtareen batsman, bowler aur sab se ahmiyat ke haamil khiladion ki fehrist bhi mojood hai jo ke mukammal app ki madad se hi haasil hui hai hai.","Tournament ke douran honay walay muqablon ki tafseelaat ke alawa 6 teamon darmiyan run rate, kamyabi aur nakami ka tanasub, kamyabi se haasil honay walay nishanaat ke alawa behtareen batsman, bowler aur sab se ahmiyat ke haamil khiladion ki fehrist bhi mojood hai jo ke mukammal app ki madad se hi haasil hui hai hai.",0,0,0,
14,Peuchke mutabiq shumali Italy mein Nitrogen Dioxide ikhraj mein ausatan nisf kami huvi hai.,<PER--Peuchke> mutabiq <LOC--shumali Italy> mein Nitrogen Dioxide ikhraj mein ausatan nisf kami huvi hai.,1,0,1,
18,Ye elaan hukoomat ki janib se Airports se transit parwazoun ki ijazat diye jaaane ke baad kiya gaya.,Ye elaan hukoomat ki janib se Airports se transit parwazoun ki ijazat diye jaaane ke baad kiya gaya.,0,0,0,
14,Shehar aur Hujjaj ki tadaad ka indraaj karkay Hajj package ka intikhab kiya jaye.,Shehar aur Hujjaj ki tadaad ka indraaj karkay Hajj package ka intikhab kiya jaye.,0,0,0,
9,Is meeting mein 20 siyasi jamaatoun ne shirkat ki.,Is meeting mein 20 siyasi jamaatoun ne shirkat ki.,0,0,0,
20,"dalain ghizaiyat se bharpoor hoti hain, un mein fibre, vitamin, madniyaat, mignishim aur iron ki waafar miqdaar payi jati hai.","dalain ghizaiyat se bharpoor hoti hain, un mein fibre, vitamin, madniyaat, mignishim aur iron ki waafar miqdaar payi jati hai.",0,0,0,
22,"Phir ya to omar walay ka rishta aeyega, Ya kisi aisay ka jis ki biwi mar gayi hai ya Talaq hochuki hai.","Phir ya to omar walay ka rishta aeyega, Ya kisi aisay ka jis ki biwi mar gayi hai ya Talaq hochuki hai.",0,0,0,
30,Aramco saal 2019 ke douran gas ki talaash ka bhi kaam kiya gaya jis se sehraa mein gas field daryaft huvi aur gas ke 5 baday zakhair record par aaye.,<ORG--Aramco> saal 2019 ke douran gas ki talaash ka bhi kaam kiya gaya jis se sehraa mein gas field daryaft huvi aur gas ke 5 baday zakhair record par aaye.,0,1,0,
28,CAA ke mutabiq aala reyasti sodani council ne bayan jari karkay bataya jungi juraim mein matloob tamam afraad ko jald hi aalmi adalat ke hawalay kardiya jaye ga.,CAA ke mutabiq aala reyasti sodani council ne bayan jari karkay bataya jungi juraim mein matloob tamam afraad ko jald hi aalmi adalat ke hawalay kardiya jaye ga.,0,0,0,
112,"Unhoun ne shehriat tarmeemi qanoon aur mujawaza NRC ki mukhalifat mein 11 January ko istifa diya aur phir Modi hukoomat ko tanqeed ka nishana banatay hue media se pocha ke kiya aap ne kabhi kisi aisi hukoomat ko dekha hai jis ne parliament mein qanoon manzoor karne ke baad is ke liye ghar ghar ja kar himayat mangi?“ Party chodne walay arakeen ne BJP reyasti aqliati sale ke sadar ko apna istifa nama sompye huve likha hai ke party Shyam Prasad Mukherjee aur Atal Bihari Vajpayee ke usooloun par amal karti hai, Lekin unhoun ne kisi ke sath tafreeq nahi kiya aur aqlitoun sameit sabhi ko apne sath le kar chalay they.","Unhoun ne shehriat tarmeemi qanoon aur mujawaza NRC ki mukhalifat mein 11 January ko istifa diya aur phir <PER--Modi> hukoomat ko tanqeed ka nishana banatay hue media se pocha ke kiya aap ne kabhi kisi aisi hukoomat ko dekha hai jis ne <ORG--parliament> mein qanoon manzoor karne ke baad is ke liye ghar ghar ja kar himayat mangi?“ Party chodne walay arakeen ne <ORG--BJP> reyasti aqliati sale ke sadar ko apna istifa nama sompye huve likha hai ke party <PER--Shyam Prasad Mukherjee> aur <PER--Atal Bihari Vajpayee> ke usooloun par amal karti hai, Lekin unhoun ne kisi ke sath tafreeq nahi kiya aur aqlitoun sameit sabhi ko apne sath le kar chalay they.",3,2,0,
9,Myanmar jarayim ke saboot jama karne UN ki Team,<LOC--Myanmar> jarayim ke saboot jama karne <ORG--UN> ki Team,0,1,1,
20,Europi union ke maali taawun aur Falasteeni society baraye tahaffuz qaumi virsa ki koshisho se yeh application tayyar hosaki hai.,<ORG--Europi union> ke maali taawun aur Falasteeni society baraye tahaffuz qaumi virsa ki koshisho se yeh application tayyar hosaki hai.,0,1,0,
31,"Is ke bamujab saal rawan 2020 ke ibtidayi 3 mah ke douran khliji mumalik mein tafrehi maqamat, General Store aur Shopping Centers waghera mein naqal-o-harkat mein ghair-maa’mooli kami Record ki gayi.","Is ke bamujab saal rawan 2020 ke ibtidayi 3 mah ke douran<LOC-- khliji mumalik> mein tafrehi maqamat, General Store aur Shopping Centers waghera mein naqal-o-harkat mein ghair-maa’mooli kami Record ki gayi.",0,0,1,
12,fouri tor par hifazati karwai karte hue markaz ko band kardiya gaya.,fouri tor par hifazati karwai karte hue markaz ko band kardiya gaya.,0,0,0,
21,"Taham, Maghribi Bengal ki wazeer aala aur Trinamool Congress ki Supremo Mamata Banerjee ne, Ijlaas mein shirkat se inkaar kar diya.","Taham, <LOC--Maghribi Bengal> ki wazeer aala aur <ORG--Trinamool Congress> ki Supremo <PER--Mamata Banerjee> ne, Ijlaas mein shirkat se inkaar kar diya.",1,1,1,
110,Hindustan bhar ke awam is umeed mein hai ke 14 April ko jab 21 dinoun ka Lockdown khatam hojayega to zindagi ek dam se mamool par aajayegi aur masrofiyat zindagi dobarah isi raftaar se dodnay lagegi jaissa ke wabai marz Corona se pehlay daurti thi lekin agar 14 April tak halaat mukammal behtar bhi hojaien to sab kuch ek sath shuru honay ka imkanaat nahi hain jaissa ke ohdedaroun ne kaha hai ke mumkin hai ke hukoomat 14 April ki aadhi raat ko 21 roza Lockdown ko khatam karne ke baad Hindustan mein gharelo aur bain ul aqwami parwazoun ke amal ku batadreej agaye bhadne ki ijazat day sakti hai.,<LOC--Hindustan> bhar ke awam is umeed mein hai ke 14 April ko jab 21 dinoun ka Lockdown khatam hojayega to zindagi ek dam se mamool par aajayegi aur masrofiyat zindagi dobarah isi raftaar se dodnay lagegi jaissa ke wabai marz Corona se pehlay daurti thi lekin agar 14 April tak halaat mukammal behtar bhi hojaien to sab kuch ek sath shuru honay ka imkanaat nahi hain jaissa ke ohdedaroun ne kaha hai ke mumkin hai ke hukoomat 14 April ki aadhi raat ko 21 roza Lockdown ko khatam karne ke baad <LOC--Hindustan> mein gharelo aur bain ul aqwami parwazoun ke amal ku batadreej agaye bhadne ki ijazat day sakti hai.,0,0,2,
28,"Abida khatoon nay kaha ke hyderabad mein hamaray liye halaat aur bhi kharab hain, log corona ke khauf se baa-mushkil hamein kaam ke liye phone kar rahay hain.","<PER--Abida> khatoon nay kaha ke <LOC--hyderabad> mein hamaray liye halaat aur bhi kharab hain, log corona ke khauf se baa-mushkil hamein kaam ke liye phone kar rahay hain.",1,0,1,
19,Bharti Airtel aur Vodafone Idea ne dosray network par calling ki qeematein badhaane ke baad se mehdood kardiya hai.,<ORG--Bharti Airtel> aur <ORG--Vodafone Idea> ne dosray network par calling ki qeematein badhaane ke baad se mehdood kardiya hai.,0,2,0,
16,"taham, Owaisi ney aiteraaf kiya ke muashi bad haali ney riyasat ko bhi mutasir kiya hai.","taham, <PER--Owaisi> ney aiteraaf kiya ke muashi bad haali ney riyasat ko bhi mutasir kiya hai.",1,0,0,
31,Ba-hasiat opener khailnay walay Rahul ne 150 se zayed ke Strike Rate se apne liye ghir marof maqam par batting karte hue hindustani batting shoba mein mazeed geherai peda ki hai.,Ba-hasiat opener khailnay walay <PER--Rahul> ne 150 se zayed ke Strike Rate se apne liye ghir marof maqam par batting karte hue hindustani batting shoba mein mazeed geherai peda ki hai.,1,0,0,
16,Taham mahireen ka kehna hai ke sirf Nitrogen Dioxide ki kami se huva saaf nahi hoti.,Taham mahireen ka kehna hai ke sirf Nitrogen Dioxide ki kami se huva saaf nahi hoti.,0,0,0,
14,Zaraye ke mutabiq Professor Kondandaram ab zafrani party ki janib nazrain bichaya huwe hain.,Zaraye ke mutabiq Professor <PER--Kondandaram> ab zafrani party ki janib nazrain bichaya huwe hain.,1,0,0,
7,Mohammad Azharuddin ki Imran Khan par tanqeed,<PER--Mohammad Azharuddin> ki <PER--Imran Khan> par tanqeed,2,0,0,
24,Noor ney mazeed kaha ke Trump ka intikhab nah sirf America balkay maghribi duniya ke sath saaray aalam ke aman ke liye zurori hai.,<PER--Noor> ney mazeed kaha ke <PER--Trump> ka intikhab nah sirf <LOC--America> balkay maghribi duniya ke sath saaray aalam ke aman ke liye zurori hai.,2,0,1,
12,5 se zayed logon ko paighamaat forward nahi kiye ja sakain ge.,5 se zayed logon ko paighamaat forward nahi kiye ja sakain ge.,0,0,0,
21,Guzashta saal September mein Dengue ke 1502 cases dekhe gaye thay jabkay is saal September mein yeh tadaad sirf 48 thi.,Guzashta saal September mein Dengue ke 1502 cases dekhe gaye thay jabkay is saal September mein yeh tadaad sirf 48 thi.,0,0,0,
12,Is terhan KCR ne RTC mulazmeen par thofoun ki bhuchar kar di.,Is terhan <ORG--KCR> ne <ORG--RTC mulazmeen> par thofoun ki bhuchar kar di.,0,2,0,
21,Un mein se kuch ney yahan tak kaha hai ke mandir ki taamer tamam Hindostanyon ki razamandi se ki jarahi hai.,Un mein se kuch ney yahan tak kaha hai ke mandir ki taamer tamam Hindostanyon ki razamandi se ki jarahi hai.,0,0,0,
32,"islam mein sharaab haraam hai jis ki wajah se Saudi Arabia mein is par amtnaa aed hai aur duniya ke mukhtalif hisson mein rehne walay musalman, sharaab peenay se parhaiz karte hain.","islam mein sharaab haraam hai jis ki wajah se <LOC--Saudi Arabia> mein is par amtnaa aed hai aur duniya ke mukhtalif hisson mein rehne walay musalman, sharaab peenay se parhaiz karte hain.",0,0,1,
11,Jail Superintendent ne ishara karte hi jallad ne jigar kheanch diya.,Jail Superintendent ne ishara karte hi jallad ne jigar kheanch diya.,0,0,0,
51,"Medchal Malkajgiri, 188 Ranga Reddy Dist, 127 Warangal Urban Dist,97 in Khammam,89 Sanga Reddy Dist, 83 Nizamabad Dist, 49 Nalgonda Dist, 41 Peddapally Dist, 51 Mehboob Nagar Dist, 48 Jogulamba Gadwal Dist, 46 Jayshankar Bhopal pally Dist, 58 Bhadradri Kotagudam Dist, 41 Karim Nagar Dist and 75 Cases aur Kamareddy Dist","<LOC--Medchal Malkajgiri>, 188 <LOC--Ranga Reddy> Dist, 127 <LOC--Warangal Urban> Dist,97 in <LOC--Khammam>,89 <LOC--Sanga Reddy> Dist, 83 <LOC--Nizamabad> Dist, 49 <LOC--Nalgonda> Dist, 41 <LOC--Peddapally> Dist, 51 <LOC--Mehboob Nagar> Dist, 48 <LOC--Jogulamba Gadwal >Dist, 46 <LOC--Jayshankar Bhopal pally> Dist, 58 <LOC--Bhadradri Kotagudam >Dist, 41 <LOC--Karim Nagar> Dist and 75 Cases aur <LOC--Kamareddy Dist>",0,0,14,
30,Report mein bataya gaya hai ke Iran mein 70% khawateen laazmi hijaab par yaqeen nahi rakhti hain aur juzwi hijaab ke hawalay se umomi nazar yeh muashra mein phail chkahe.,Report mein bataya gaya hai ke <LOC--Iran> mein 70% khawateen laazmi hijaab par yaqeen nahi rakhti hain aur juzwi hijaab ke hawalay se umomi nazar yeh muashra mein phail chkahe.,0,0,1,
26,49 laakh beron mulk muqeem raye dahendon nay 7 June taa 19 June ke douran 123 Turkey sifarat khaanoon par apne voton ka istemaal kiye hain.,49 laakh beron mulk muqeem raye dahendon nay 7 June taa 19 June ke douran 123 <LOC--Turkey> sifarat khaanoon par apne voton ka istemaal kiye hain.,0,0,1,
31,Aurangabad: Notes ki barish kar ke crore patti banadine ka lalach dekar Nare gaon aurangabad ke ek dhongi baba neh Hyderabad ke 2 afraad ko lakhon rupiyon ka chunna laga diya.,<LOC--Aurangabad>: Notes ki barish kar ke crore patti banadine ka lalach dekar Nare gaon <LOC--aurangabad> ke ek <PER--dhongi baba> neh <LOC--Hyderabad> ke 2 afraad ko lakhon rupiyon ka chunna laga diya.,1,0,3,
35,"Ayodhya maamla par Supreme Court ke faislay ke khilaaf Muslim khawateen ke ijtimai namaz ada karne ke ek din baad, mumtaz aalam-e-deen ki beti par mulk se baghaawat karne ka muqadma darj kiya gaya hai.","<LOC--Ayodhya> maamla par <LOC--Supreme Court> ke faislay ke khilaaf Muslim khawateen ke ijtimai namaz ada karne ke ek din baad, <PER--mumtaz aalam-e-deen> ki beti par mulk se baghaawat karne ka muqadma darj kiya gaya hai.",1,0,2,
9,raqeeq madah se mazeed chaar ghar tabah hogaye hain.,raqeeq madah se mazeed chaar ghar tabah hogaye hain.,0,0,0,
23,Wizarat dakhla ne dosra elaan ye kiya hai ke 21 June 29 Shawal se Mecca ki Masajid Namazioun ke liye khol di jayengi.,Wizarat dakhla ne dosra elaan ye kiya hai ke 21 June 29 Shawal se <LOC--Mecca> ki Masajid Namazioun ke liye khol di jayengi.,0,0,1,
11,mein chahta hon ke un tamam ka shukriya ka ada karoon.,mein chahta hon ke un tamam ka shukriya ka ada karoon.,0,0,0,
14,teen sala degree course mein 10 mah ki Internship ko bhi shaamil kiya jaye.,teen sala degree course mein 10 mah ki Internship ko bhi shaamil kiya jaye.,0,0,0,
34,"Kadapa: CBI jo mutahidda Andhra Pradesh ke sabiq wazeer YS Vivekananda Reddy ke sansani khaiz qatal maamla ki jaanch kar rahi hai, Ek martaba phir un ki Dukhtar Sunita Reddy se pooch tach ki.","<LOC--Kadapa>: <ORG--CBI> jo mutahidda <PER--Andhra Pradesh> ke sabiq wazeer <PER--YS Vivekananda Reddy> ke sansani khaiz qatal maamla ki jaanch kar rahi hai, Ek martaba phir un ki Dukhtar <PER--Sunita Reddy> se pooch tach ki.",3,1,1,
20,"Jis mein samaji muashi, Saqafati aur insani sahet par asraat ka misbet aur manfi pehloun ko mad-e-nazar rakha jata hai.","Jis mein samaji muashi, Saqafati aur insani sahet par asraat ka misbet aur manfi pehloun ko mad-e-nazar rakha jata hai.",0,0,0,
46,Saal 2021 hindustani cricket ke liye masroof amal honay ja raha hai kyunkay hindostan ke paas october taa November mein T20 world cup bhi hoga aur team kayi mumalik ke sath series khail sakti hai taakay wo corona se honay walay nuqsaan ko pora kar sakay.,Saal 2021 <ORG--hindustani cricket >ke liye masroof amal honay ja raha hai kyunkay <LOC--hindostan> ke paas october taa November mein T20 world cup bhi hoga aur team kayi mumalik ke sath series khail sakti hai taakay wo corona se honay walay nuqsaan ko pora kar sakay.,0,1,1,
11,Mujrimoun ki phansi ko talne ki tamam koshishen nakaam ho gayen.,Mujrimoun ki phansi ko talne ki tamam koshishen nakaam ho gayen.,0,0,0,
15,Reyasti hukoomat ne aaj adalat mein kabeena ki is silsila mein manzora qarardaden pesh kee.,Reyasti hukoomat ne aaj adalat mein kabeena ki is silsila mein manzora qarardaden pesh kee.,0,0,0,
38,"Guzashta barsoun ke douran, sisal influenza vaccine ke zareya faraham kardah tahaffuz ke baare mein aalmi satah par tahaqeeq ke zareya saboot qaim kiye gaye hain, Khaas tor par un logoun ke liye jo ziyada khatray mein they.","Guzashta barsoun ke douran, sisal influenza vaccine ke zareya faraham kardah tahaffuz ke baare mein aalmi satah par tahaqeeq ke zareya saboot qaim kiye gaye hain, Khaas tor par un logoun ke liye jo ziyada khatray mein they.",0,0,0,
14,Hathi ka yeh daant mahireen assaar-e-Qadima ko 2012 may shumali sybria se mila tha.,Hathi ka yeh daant mahireen assaar-e-Qadima ko 2012 may <LOC--shumali sybria> se mila tha.,0,0,1,
65,Congress ne is martaba ke intikhab mein RJD se Congress ko Assembly ki 53 aur Lok Sabha ki ek Balmiki Nagar nashist ki pesh kash kiye jane ki report ko be bunyaad qarar diya aur kaha kay RJD aur Congress ke mabain nashiston ki taqseem par baat cheet aakhri marhalay mein hai aur aakhri faisla hotay hi is se mutaliq elaan kar diya jaye ga.,<ORG--Congress> ne is martaba ke intikhab mein <ORG--RJD> se <ORG--Congress> ko Assembly ki 53 aur <ORG--Lok Sabha> ki ek <LOC--Balmiki Nagar> nashist ki pesh kash kiye jane ki report ko be bunyaad qarar diya aur kaha kay <ORG--RJD> aur <ORG--Congress> ke mabain nashiston ki taqseem par baat cheet aakhri marhalay mein hai aur aakhri faisla hotay hi is se mutaliq elaan kar diya jaye ga.,0,6,1,
33,"Uttar Pradesh jo mulk ki sab se badi riyasat hai apne juraim, Esmat darri, Qatal, Intiqam ki siyasat, Taaqat ka ghalat istemaal aur firqa waranah siyasat waghera ki wajah se badnaam hogayi hai.","<LOC--Uttar Pradesh> jo mulk ki sab se badi riyasat hai apne juraim, Esmat darri, Qatal, Intiqam ki siyasat, Taaqat ka ghalat istemaal aur firqa waranah siyasat waghera ki wajah se badnaam hogayi hai.",0,0,1,
19,"Gill ne 34 runs banaye, Is ke baad Andre Russell aur Rahul Tripathi ne fi kis 16 runs banaye.","<PER--Gill> ne 34 runs banaye, Is ke baad<PER-- Andre Russell> aur <PER--Rahul Tripathi> ne fi kis 16 runs banaye.",3,0,0,
19,Brazil mein aik navzaidah bachi ko 7 ghanton baad bchalyagya jisay is ke afraad khandan ney zindah dfnadya tha.,<LOC--Brazil> mein aik navzaidah bachi ko 7 ghanton baad bchalyagya jisay is ke afraad khandan ney zindah dfnadya tha.,0,0,1,
33,16 decemeber 2018 ko wo Saudi arab mein add darya E perks ke baad formula E ke liye motor sports test programme mein hissa lainay wali pehli mashriq wasti ki khatoon ban gayeen.,16 decemeber 2018 ko wo <LOC--Saudi arab> mein add darya <ORG--E perks> ke baad formula E ke liye motor sports test programme mein hissa lainay wali pehli mashriq wasti ki khatoon ban gayeen.,0,1,1,
29,"Hanumanth rao ne peer ko kaha ke yeh baday afsos ki baat hai ke wazeer-e-aala K Chandra shekhar rao, Hajipur Ismat darri mutasireen ke khandan se milnay nahi gaye.","<PER--Hanumanth rao> ne peer ko kaha ke yeh baday afsos ki baat hai ke wazeer-e-aala K <PER--Chandra shekhar rao>, <LOC--Hajipur> Ismat darri mutasireen ke khandan se milnay nahi gaye.",2,0,1,
20,taham insani haqooq karkun Rami Abdul Rehman ke mutabiq yeh dhamakay kisi fani kharabi ka nateeja bhi ho saktay hain.,taham insani haqooq karkun <PER--Rami Abdul Rehman> ke mutabiq yeh dhamakay kisi fani kharabi ka nateeja bhi ho saktay hain.,1,0,0,
21,Hotels ne ya to Menu mein takhfeef kar di hai ya phir apne khanay ko sirf parcel tak mehdood kardiya hai.,Hotels ne ya to Menu mein takhfeef kar di hai ya phir apne khanay ko sirf parcel tak mehdood kardiya hai.,0,0,0,
31,Masoom afraad ki is azaadi ke baad Uttar Pradesh hukoomat aur police ke davoun ki qalee khelni shuru hogayi hai ke kis terhan be qasoor logoun ko nishana banea gaya hai.,Masoom afraad ki is azaadi ke baad <ORG--Uttar Pradesh hukoomat> aur police ke davoun ki qalee khelni shuru hogayi hai ke kis terhan be qasoor logoun ko nishana banea gaya hai.,0,1,0,
18,Khayaal rahay ke Beirut ki bandargaah par tabah kun dhmakon se dar-ul-hukoomat ka beshtar hissa tabah hogaya hai.,Khayaal rahay ke <LOC--Beirut> ki bandargaah par tabah kun dhmakon se dar-ul-hukoomat ka beshtar hissa tabah hogaya hai.,0,0,1,
34,Muqami awam ki zaroriat aur tawaquaat ke mutabiq kisanon ke sath sath hunar mand mazdooron ko ghair munazzam sector ke tehat farogh dainay ke liye tamam iqdamaat uthany ke liye ittehaad paband ahad hai.,Muqami awam ki zaroriat aur tawaquaat ke mutabiq kisanon ke sath sath hunar mand mazdooron ko ghair munazzam sector ke tehat farogh dainay ke liye tamam iqdamaat uthany ke liye ittehaad paband ahad hai.,0,0,0,
